CNES - Recursos Físicos - Hospitalar - Leitos de internação - Brasil
Quantidade SUS por Município e Ano/mês compet.
Leitos cirúrgicos: Cirurgia geral
Período:Mar/2020-Abr/2021
"Município";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr"
"421170 Orleans";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"421175 Otacílio Costa";6;6;6;6;6;6;6;6;6;6;6;-;-;-
"421200 Palma Sola";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"421210 Palmitos";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"421220 Papanduva";-;-;-;2;2;2;2;2;2;2;2;2;2;2
"421250 Penha";8;8;8;3;3;3;8;8;8;8;2;2;2;2
"421260 Peritiba";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"421290 Pinhalzinho";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"421320 Pomerode";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"421360 Porto União";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"421370 Pouso Redondo";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421380 Praia Grande";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"421400 Presidente Getúlio";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"421420 Quilombo";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"421450 Rio do Campo";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421480 Rio do Sul";51;51;51;51;51;51;51;51;51;51;51;51;51;51
"421470 Rio dos Cedros";15;15;5;5;5;5;5;5;5;5;5;5;5;5
"421490 Rio Fortuna";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"421500 Rio Negrinho";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"421550 Santa Cecília";10;10;10;10;10;10;10;10;10;10;10;10;10;6
"421570 Santo Amaro da Imperatriz";19;19;19;19;19;19;19;17;17;17;17;17;17;17
"421580 São Bento do Sul";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"421590 São Bonifácio";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"421600 São Carlos";15;10;10;10;10;10;10;10;10;10;10;10;10;10
"421620 São Francisco do Sul";9;9;9;9;9;9;9;9;9;9;9;1;1;1
"421630 São João Batista";8;8;8;8;8;8;8;8;8;8;8;8;8;2
"421625 São João do Oeste";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"421650 São Joaquim";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"421660 São José";61;37;41;-;41;41;41;41;41;41;41;41;41;41
"421670 São José do Cedro";8;8;8;5;5;5;5;5;5;5;5;5;5;5
"421690 São Lourenço do Oeste";8;8;8;8;8;8;8;8;8;8;8;8;5;5
"421720 São Miguel do Oeste";23;23;23;23;23;23;23;23;23;23;23;23;23;23
"421725 São Pedro de Alcântara";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"421730 Saudades";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"421750 Seara";2;1;1;1;4;4;4;4;4;4;4;4;4;4
"421770 Sombrio";30;30;30;30;30;30;30;30;30;30;30;30;30;30
"421780 Taió";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"421790 Tangará";4;2;2;4;2;4;4;4;4;4;4;4;4;4
"421800 Tijucas";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"421810 Timbé do Sul";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"421820 Timbó";20;20;20;20;20;20;20;1;1;1;1;1;1;1
"421830 Três Barras";5;3;3;3;3;3;3;3;3;3;3;3;1;1
"421840 Treze de Maio";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"421870 Tubarão";30;15;15;15;15;15;15;15;15;15;15;15;15;15
"421875 Tunápolis";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"421880 Turvo";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"421890 Urubici";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421900 Urussanga";17;10;10;10;10;10;10;10;10;10;10;10;10;10
"421910 Vargeão";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"421920 Vidal Ramos";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"421930 Videira";19;19;19;19;19;19;19;19;19;19;19;19;19;19
"421935 Vitor Meireles";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421950 Xanxerê";16;11;16;16;16;16;16;16;16;16;16;16;16;16
"421970 Xaxim";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430003 Aceguá";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"430010 Agudo";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"430020 Ajuricaba";2;1;1;1;1;1;1;1;1;1;1;1;1;1
"430040 Alegrete";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"430050 Alpestre";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"430060 Alvorada";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430064 Ametista do Sul";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430080 Antônio Prado";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430090 Aratiba";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430100 Arroio do Meio";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"430120 Arroio do Tigre";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"430130 Arroio Grande";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"430140 Arvorezinha";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"430160 Bagé";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"430210 Bento Gonçalves";8;8;8;8;8;8;8;7;7;7;7;7;7;7
"430220 Boa Vista do Buricá";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430230 Bom Jesus";3;3;3;3;3;-;-;-;-;-;-;-;-;-
"430235 Bom Princípio";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"430240 Bom Retiro do Sul";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430245 Boqueirão do Leão";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430280 Caçapava do Sul";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"430300 Cachoeira do Sul";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"430310 Cachoeirinha";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430330 Caibaté";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430340 Caiçara";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430350 Camaquã";7;7;7;7;14;14;14;14;14;14;14;5;5;5
"430360 Cambará do Sul";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"430370 Campina das Missões";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"430380 Campinas do Sul";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430390 Campo Bom";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"430420 Candelária";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"430430 Cândido Godói";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"430440 Canela";5;5;5;5;5;5;5;5;4;4;4;4;4;4
"430450 Canguçu";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"430460 Canoas";99;99;99;99;99;99;99;99;97;109;109;109;109;109
"430463 Capão da Canoa";22;22;22;22;22;22;22;22;22;22;22;22;22;22
"430470 Carazinho";20;20;20;20;20;20;20;20;20;20;20;20;20;20
"430480 Carlos Barbosa";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"430490 Casca";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430510 Caxias do Sul";54;54;54;54;54;54;54;54;54;54;54;54;56;56
"430520 Cerro Largo";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"430530 Chapada";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"430540 Chiapetta";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430570 Condor";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430580 Constantina";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430600 Crissiumal";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430610 Cruz Alta";15;15;15;13;13;13;13;13;13;13;13;13;13;13
"430620 Cruzeiro do Sul";2;2;2;2;2;2;2;2;2;2;2;-;-;-
"430630 David Canabarro";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"430640 Dois Irmãos";20;20;20;20;20;20;20;18;18;18;18;18;18;18
"430645 Dois Lajeados";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430660 Dom Pedrito";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"430680 Encantado";2;4;4;4;4;10;10;10;10;10;10;10;10;10
"430690 Encruzilhada do Sul";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"430700 Erechim";15;15;15;15;15;15;15;15;15;15;15;15;15;15
"430750 Espumoso";6;6;6;4;4;4;4;6;6;6;6;6;6;6
"430755 Estação";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430760 Estância Velha";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"430770 Esteio";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"430780 Estrela";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"430790 Farroupilha";10;8;8;8;8;8;8;8;8;8;8;8;8;8
"430800 Faxinal do Soturno";7;7;5;5;5;5;5;5;5;5;5;5;5;5
"430810 Feliz";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430820 Flores da Cunha";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"430840 Formigueiro";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430845 Fortaleza dos Valos";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430850 Frederico Westphalen";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"430860 Garibaldi";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"430890 Getúlio Vargas";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"430900 Giruá";4;4;4;4;8;8;8;8;8;8;8;3;3;3
"430910 Gramado";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"430920 Gravataí";15;15;15;15;11;11;11;11;11;11;11;11;3;3
"430940 Guaporé";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"430950 Guarani das Missões";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"430960 Horizontina";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"431000 Ibirubá";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"431010 Igrejinha";7;7;7;5;5;5;5;5;5;5;5;5;5;5
"431020 Ijuí";17;17;17;17;17;23;23;23;21;21;21;21;21;21
"431030 Ilópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431050 Iraí";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431060 Itaqui";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"431080 Ivoti";11;11;11;11;11;11;11;11;11;11;11;11;11;11
"431085 Jaboticaba";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"431100 Jaguarão";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"431110 Jaguari";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"431120 Júlio de Castilhos";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"431130 Lagoa Vermelha";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"431140 Lajeado";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"431150 Lavras do Sul";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431180 Marau";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"431190 Marcelino Ramos";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"431205 Marques de Souza";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"431220 Maximiliano de Almeida";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"431240 Montenegro";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431260 Muçum";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"431265 Não-Me-Toque";8;8;8;8;5;5;5;5;5;5;5;5;5;5
"431270 Nonoai";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"431290 Nova Bassano";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431310 Nova Palma";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"431320 Nova Petrópolis";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"431330 Nova Prata";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"431340 Novo Hamburgo";17;17;17;17;17;17;17;17;17;17;17;17;17;17
"431350 Osório";8;8;8;8;6;6;6;6;6;6;6;6;6;6
"431360 Paim Filho";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"431365 Palmares do Sul";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"431370 Palmeira das Missões";29;29;29;29;29;29;29;29;29;29;29;29;29;29
"431380 Palmitinho";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"431390 Panambi";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"431400 Paraí";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431402 Paraíso do Sul";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"431405 Parobé";5;5;5;5;2;2;2;2;2;2;2;2;2;2
"431410 Passo Fundo";65;65;65;65;65;65;65;65;51;51;51;51;51;51
"431420 Pedro Osório";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"431430 Pejuçara";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431440 Pelotas";60;49;49;49;49;47;46;46;46;46;46;46;42;42
"431447 Pinhal Grande";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"431450 Pinheiro Machado";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431460 Piratini";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"431470 Planalto";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"431480 Portão";15;15;15;15;6;6;6;6;6;6;6;6;6;6
"431490 Porto Alegre";374;355;349;342;338;429;407;394;397;390;391;394;362;367
"431510 Porto Xavier";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"431515 Progresso";4;1;1;1;1;1;1;1;1;1;1;1;1;1
"431520 Putinga";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431530 Quaraí";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"431535 Quinze de Novembro";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"431550 Restinga Seca";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431560 Rio Grande";67;67;53;53;53;53;53;65;65;51;51;48;48;48
"431570 Rio Pardo";23;23;23;23;23;23;23;23;23;23;23;23;23;23
"431580 Roca Sales";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431590 Rodeio Bonito";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"431600 Rolante";17;17;17;17;21;21;21;21;21;21;21;21;21;21
"431610 Ronda Alta";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"431620 Rondinha";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"431630 Roque Gonzales";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"431640 Rosário do Sul";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"431643 Saldanha Marinho";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431645 Salto do Jacuí";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431650 Salvador do Sul";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"431660 Sananduva";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"431710 Sant'Ana do Livramento";8;8;8;8;8;8;8;8;8;8;5;5;5;5
"431670 Santa Bárbara do Sul";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"431680 Santa Cruz do Sul";14;14;14;14;14;14;14;14;14;14;14;14;14;14
"431690 Santa Maria";36;36;36;36;36;36;36;36;36;36;36;36;36;36
"431720 Santa Rosa";18;18;18;18;18;18;18;18;18;18;18;18;18;18
"431730 Santa Vitória do Palmar";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"431740 Santiago";23;23;23;23;23;23;23;23;23;23;23;23;15;15
"431750 Santo Ângelo";13;13;13;13;13;13;13;13;13;13;13;13;13;13
"431760 Santo Antônio da Patrulha";8;8;8;8;6;6;6;6;6;6;6;6;6;6
"431780 Santo Augusto";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"431790 Santo Cristo";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"431800 São Borja";13;13;13;13;13;13;13;13;14;14;12;12;12;12
"431810 São Francisco de Assis";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"431820 São Francisco de Paula";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"431830 São Gabriel";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"431840 São Jerônimo";7;7;7;7;7;11;16;16;16;16;16;16;16;16
"431860 São José do Ouro";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"431870 São Leopoldo";30;30;30;30;30;30;30;30;30;30;30;30;30;30
"431880 São Lourenço do Sul";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"431890 São Luiz Gonzaga";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"431900 São Marcos";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"431910 São Martinho";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"431930 São Paulo das Missões";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"431940 São Pedro do Sul";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"431950 São Sebastião do Caí";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"431960 São Sepé";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"431980 São Vicente do Sul";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"431990 Sapiranga";12;12;12;12;12;12;12;12;12;12;12;12;12;12
"432000 Sapucaia do Sul";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"432010 Sarandi";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"432020 Seberi";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"432030 Selbach";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"432040 Serafina Corrêa";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"432060 Severiano de Almeida";3;3;3;3;3;3;3;3;3;-;-;-;-;-
"432067 Sinimbu";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"432070 Sobradinho";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"432080 Soledade";9;9;9;9;9;9;9;9;7;7;7;7;7;7
"432090 Tapejara";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"432100 Tapera";2;2;2;2;2;2;4;4;4;4;4;4;4;4
"432110 Tapes";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"432120 Taquara";4;6;6;8;8;8;8;8;8;8;8;8;8;8
"432130 Taquari";15;15;15;5;5;5;5;5;5;5;5;4;4;4
"432140 Tenente Portela";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"432145 Teutônia";5;5;5;5;5;5;5;5;5;7;7;7;7;3
"432150 Torres";9;9;9;9;9;9;9;9;9;9;9;9;6;6
"432160 Tramandaí";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"432170 Três Coroas";3;3;3;3;2;2;2;2;2;2;2;2;2;2
"432180 Três de Maio";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"432190 Três Passos";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"432195 Trindade do Sul";5;5;5;8;8;8;8;8;8;8;8;8;8;8
"432200 Triunfo";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"432220 Tupanciretã";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"432230 Tuparendi";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"432240 Uruguaiana";10;6;6;6;6;6;6;6;6;6;6;6;6;6
"432250 Vacaria";13;13;13;13;14;14;14;18;18;18;18;18;18;18
"432253 Vale do Sol";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"432260 Venâncio Aires";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"432270 Vera Cruz";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"432280 Veranópolis";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"432300 Viamão";20;20;20;20;20;20;20;20;20;20;20;20;20;20
"500020 Água Clara";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500060 Amambai";6;6;6;6;6;6;6;10;10;10;10;10;10;10
"500070 Anastácio";7;7;7;7;8;8;8;8;8;8;8;8;8;8
"500080 Anaurilândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"500085 Angélica";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500090 Antônio João";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500100 Aparecida do Taboado";16;16;16;16;16;16;16;16;16;16;16;12;12;12
"500110 Aquidauana";16;16;16;16;16;8;8;8;8;8;8;8;16;16
"500150 Bandeirantes";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"500190 Bataguassu";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"500210 Bela Vista";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"500215 Bodoquena";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500220 Bonito";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"500230 Brasilândia";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"500240 Caarapó";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"500260 Camapuã";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"500270 Campo Grande";117;113;115;115;114;114;114;114;114;114;114;114;114;114
"500280 Caracol";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500290 Cassilândia";11;-;-;4;4;4;4;4;4;4;4;4;4;4
"500295 Chapadão do Sul";12;12;8;8;8;8;8;8;8;8;8;8;8;8
"500315 Coronel Sapucaia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500320 Corumbá";28;28;28;28;28;28;28;28;28;28;28;28;28;28
"500325 Costa Rica";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"500330 Coxim";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"500345 Deodápolis";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500348 Dois Irmãos do Buriti";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500370 Dourados";34;26;26;26;26;26;34;34;34;34;34;34;26;26
"500375 Eldorado";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"500380 Fátima do Sul";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"500390 Figueirão";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500400 Glória de Dourados";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500410 Guia Lopes da Laguna";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500430 Iguatemi";10;10;10;10;10;10;10;10;10;10;10;10;10;10
"500440 Inocência";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"500450 Itaporã";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"500460 Itaquiraí";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"500470 Ivinhema";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"500500 Jardim";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"500510 Jateí";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"500515 Juti";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500525 Laguna Carapã";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500540 Maracaju";8;8;8;8;8;8;8;8;8;8;8;8;8;8
"500560 Miranda";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"500568 Mundo Novo";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"500570 Naviraí";11;11;6;6;6;6;6;6;6;6;6;6;6;9
"500600 Nova Alvorada do Sul";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"500620 Nova Andradina";6;6;3;3;3;6;6;6;3;3;3;3;3;3
"500625 Novo Horizonte do Sul";1;2;2;2;2;2;2;2;2;2;2;2;2;2
"500630 Paranaíba";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"500635 Paranhos";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500640 Pedro Gomes";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"500660 Ponta Porã";10;8;8;8;8;10;10;10;10;10;10;10;10;10
"500690 Porto Murtinho";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"500710 Ribas do Rio Pardo";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500720 Rio Brilhante";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"500730 Rio Negro";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500740 Rio Verde de Mato Grosso";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"500750 Rochedo";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500755 Santa Rita do Pardo";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500769 São Gabriel do Oeste";10;10;10;10;10;10;10;10;10;6;6;6;3;3
"500770 Sete Quedas";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"500790 Sidrolândia";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"500793 Sonora";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"500795 Tacuru";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500797 Taquarussu";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"500830 Três Lagoas";9;9;9;9;9;9;9;9;9;9;9;9;9;9
"500840 Vicentina";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"510020 Água Boa";6;6;6;6;6;6;6;6;6;6;6;6;6;6
"510025 Alta Floresta";9;9;9;9;9;9;8;8;8;8;8;8;8;8
"510030 Alto Araguaia";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"510060 Alto Taquari";3;3;3;3;3;3;3;3;3;3;3;3;3;3
"510080 Apiacás";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"510125 Araputanga";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"510130 Arenápolis";-;-;-;-;4;4;4;4;6;6;4;4;4;4
"510140 Aripuanã";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"510170 Barra do Bugres";7;7;7;7;7;-;-;-;-;-;-;-;-;-
"510180 Barra do Garças";10;10;6;6;6;6;6;6;6;6;6;6;6;6
"510190 Brasnorte";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"510250 Cáceres";34;34;34;34;34;34;34;34;34;34;34;34;34;34
"510260 Campinápolis";-;2;2;2;2;2;2;2;2;2;2;2;2;2
"510263 Campo Novo do Parecis";2;2;2;2;2;-;6;6;6;6;6;6;6;6
"510267 Campo Verde";4;4;4;4;1;1;1;1;1;1;1;1;1;1
"510268 Campos de Júlio";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"510270 Canarana";5;6;6;6;6;6;6;6;6;6;6;6;6;6
"510305 Cláudia";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"510310 Cocalinho";2;2;2;2;2;2;2;2;2;2;2;2;2;2
"510320 Colíder";10;10;12;12;12;12;12;12;12;12;12;12;12;12
"510325 Colniza";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"510330 Comodoro";5;5;5;5;5;5;5;5;5;5;5;5;5;5
"510335 Confresa";7;7;7;7;7;7;7;7;7;7;7;7;7;7
"510337 Cotriguaçu";4;4;4;4;4;4;4;4;4;4;4;4;4;4
"510340 Cuiabá";128;128;128;108;98;96;96;86;81;81;81;84;104;85
"510350 Diamantino";16;16;16;16;16;16;16;16;16;16;16;16;16;16
"510360 Dom Aquino";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"510385 Gaúcha do Norte";1;1;1;1;1;1;1;1;1;1;1;1;1;1
